,images,paths,caption,path1,path2,name1,name2
5837,image 5838: a man riding a bike down a street	,"cp ""./cv/images/034971.jpg"" vis/imgs/img5838.jpg	",a man riding a bike down a street,"""./cv/images/034971.jpg""",vis/imgs/img5838.jpg	,034971.jpg,img5838.jpg
5838,image 5839: a sign that says UNK UNK UNK on the side	,"cp ""./cv/images/025534.jpg"" vis/imgs/img5839.jpg	",a sign that says UNK UNK UNK on the side,"""./cv/images/025534.jpg""",vis/imgs/img5839.jpg	,025534.jpg,img5839.jpg
5839,image 5840: a large building with a clock on the side of it	,"cp ""./cv/images/027869.jpg"" vis/imgs/img5840.jpg	",a large building with a clock on the side of it,"""./cv/images/027869.jpg""",vis/imgs/img5840.jpg	,027869.jpg,img5840.jpg
5840,image 5841: a close up of a flower in a vase	,"cp ""./cv/images/027985.jpg"" vis/imgs/img5841.jpg	",a close up of a flower in a vase,"""./cv/images/027985.jpg""",vis/imgs/img5841.jpg	,027985.jpg,img5841.jpg
5841,image 5842: a vase filled with yellow and yellow flowers	,"cp ""./cv/images/002352.jpg"" vis/imgs/img5842.jpg	",a vase filled with yellow and yellow flowers,"""./cv/images/002352.jpg""",vis/imgs/img5842.jpg	,002352.jpg,img5842.jpg
5842,image 5843: a laptop computer sitting on top of a bed	,"cp ""./cv/images/025336.jpg"" vis/imgs/img5843.jpg	",a laptop computer sitting on top of a bed,"""./cv/images/025336.jpg""",vis/imgs/img5843.jpg	,025336.jpg,img5843.jpg
5843,image 5844: a woman is holding a teddy bear on a bed	,"cp ""./cv/images/015248.jpg"" vis/imgs/img5844.jpg	",a woman is holding a teddy bear on a bed,"""./cv/images/015248.jpg""",vis/imgs/img5844.jpg	,015248.jpg,img5844.jpg
5844,image 5845: a bunch of ripe bananas sitting on a table	,"cp ""./cv/images/034026.jpg"" vis/imgs/img5845.jpg	",a bunch of ripe bananas sitting on a table,"""./cv/images/034026.jpg""",vis/imgs/img5845.jpg	,034026.jpg,img5845.jpg
5845,image 5846: a close up of a green plant with leaves	,"cp ""./cv/images/037127.jpg"" vis/imgs/img5846.jpg	",a close up of a green plant with leaves,"""./cv/images/037127.jpg""",vis/imgs/img5846.jpg	,037127.jpg,img5846.jpg
5846,image 5847: a black and white photo of a man in a suit	,"cp ""./cv/images/004347.jpg"" vis/imgs/img5847.jpg	",a black and white photo of a man in a suit,"""./cv/images/004347.jpg""",vis/imgs/img5847.jpg	,004347.jpg,img5847.jpg
5847,image 5848: a statue of a man holding a kite	,"cp ""./cv/images/029593.jpg"" vis/imgs/img5848.jpg	",a statue of a man holding a kite,"""./cv/images/029593.jpg""",vis/imgs/img5848.jpg	,029593.jpg,img5848.jpg
5848,image 5849: a white vase filled with yellow flowers on a table	,"cp ""./cv/images/024380.jpg"" vis/imgs/img5849.jpg	",a white vase filled with yellow flowers on a table,"""./cv/images/024380.jpg""",vis/imgs/img5849.jpg	,024380.jpg,img5849.jpg
5849,image 5850: a large field with a large tree in the middle of it	,"cp ""./cv/images/006309.jpg"" vis/imgs/img5850.jpg	",a large field with a large tree in the middle of it,"""./cv/images/006309.jpg""",vis/imgs/img5850.jpg	,006309.jpg,img5850.jpg
5850,image 5851: a man is talking on a cell phone	,"cp ""./cv/images/033613.jpg"" vis/imgs/img5851.jpg	",a man is talking on a cell phone,"""./cv/images/033613.jpg""",vis/imgs/img5851.jpg	,033613.jpg,img5851.jpg
5851,image 5852: a sign that is on a pole in a parking lot	,"cp ""./cv/images/030631.jpg"" vis/imgs/img5852.jpg	",a sign that is on a pole in a parking lot,"""./cv/images/030631.jpg""",vis/imgs/img5852.jpg	,030631.jpg,img5852.jpg
5852,image 5853: a close up of a person holding a pair of scissors	,"cp ""./cv/images/014424.jpg"" vis/imgs/img5853.jpg	",a close up of a person holding a pair of scissors,"""./cv/images/014424.jpg""",vis/imgs/img5853.jpg	,014424.jpg,img5853.jpg
5853,image 5854: a woman is holding a cell phone in her hand	,"cp ""./cv/images/031961.jpg"" vis/imgs/img5854.jpg	",a woman is holding a cell phone in her hand,"""./cv/images/031961.jpg""",vis/imgs/img5854.jpg	,031961.jpg,img5854.jpg
5854,image 5855: a black and white photo of a car with a dog on it	,"cp ""./cv/images/034719.jpg"" vis/imgs/img5855.jpg	",a black and white photo of a car with a dog on it,"""./cv/images/034719.jpg""",vis/imgs/img5855.jpg	,034719.jpg,img5855.jpg
5855,image 5856: a black and white photo of a person on a bed	,"cp ""./cv/images/012096.jpg"" vis/imgs/img5856.jpg	",a black and white photo of a person on a bed,"""./cv/images/012096.jpg""",vis/imgs/img5856.jpg	,012096.jpg,img5856.jpg
5856,image 5857: a woman brushing her teeth in a bathroom	,"cp ""./cv/images/014658.jpg"" vis/imgs/img5857.jpg	",a woman brushing her teeth in a bathroom,"""./cv/images/014658.jpg""",vis/imgs/img5857.jpg	,014658.jpg,img5857.jpg
5857,image 5858: a flock of birds flying over the snow	,"cp ""./cv/images/007053.jpg"" vis/imgs/img5858.jpg	",a flock of birds flying over the snow,"""./cv/images/007053.jpg""",vis/imgs/img5858.jpg	,007053.jpg,img5858.jpg
5858,image 5859: a man is standing on a boat in the water	,"cp ""./cv/images/014095.jpg"" vis/imgs/img5859.jpg	",a man is standing on a boat in the water,"""./cv/images/014095.jpg""",vis/imgs/img5859.jpg	,014095.jpg,img5859.jpg
5859,image 5860: a view of a river with a small bird in the background	,"cp ""./cv/images/008907.jpg"" vis/imgs/img5860.jpg	",a view of a river with a small bird in the background,"""./cv/images/008907.jpg""",vis/imgs/img5860.jpg	,008907.jpg,img5860.jpg
5860,image 5861: a city street with a traffic light on the side of it	,"cp ""./cv/images/012934.jpg"" vis/imgs/img5861.jpg	",a city street with a traffic light on the side of it,"""./cv/images/012934.jpg""",vis/imgs/img5861.jpg	,012934.jpg,img5861.jpg
5861,image 5862: a colorful kite is flying in the sky	,"cp ""./cv/images/005635.jpg"" vis/imgs/img5862.jpg	",a colorful kite is flying in the sky,"""./cv/images/005635.jpg""",vis/imgs/img5862.jpg	,005635.jpg,img5862.jpg
5862,image 5863: a bird is flying in the air over a tree	,"cp ""./cv/images/010511.jpg"" vis/imgs/img5863.jpg	",a bird is flying in the air over a tree,"""./cv/images/010511.jpg""",vis/imgs/img5863.jpg	,010511.jpg,img5863.jpg
5863,image 5864: a close up of a cell phone on a table	,"cp ""./cv/images/019372.jpg"" vis/imgs/img5864.jpg	",a close up of a cell phone on a table,"""./cv/images/019372.jpg""",vis/imgs/img5864.jpg	,019372.jpg,img5864.jpg
5864,image 5865: a vase filled with flowers on top of a table	,"cp ""./cv/images/001453.jpg"" vis/imgs/img5865.jpg	",a vase filled with flowers on top of a table,"""./cv/images/001453.jpg""",vis/imgs/img5865.jpg	,001453.jpg,img5865.jpg
5865,image 5866: a white and blue vase with a flower in it	,"cp ""./cv/images/030276.jpg"" vis/imgs/img5866.jpg	",a white and blue vase with a flower in it,"""./cv/images/030276.jpg""",vis/imgs/img5866.jpg	,030276.jpg,img5866.jpg
5866,image 5867: a sign that says UNK UNK UNK on the ground	,"cp ""./cv/images/008379.jpg"" vis/imgs/img5867.jpg	",a sign that says UNK UNK UNK on the ground,"""./cv/images/008379.jpg""",vis/imgs/img5867.jpg	,008379.jpg,img5867.jpg
5867,image 5868: a dog is looking at the camera with its mouth open	,"cp ""./cv/images/024956.jpg"" vis/imgs/img5868.jpg	",a dog is looking at the camera with its mouth open,"""./cv/images/024956.jpg""",vis/imgs/img5868.jpg	,024956.jpg,img5868.jpg
5868,image 5869: a woman is sitting on a bench with a cell phone	,"cp ""./cv/images/019345.jpg"" vis/imgs/img5869.jpg	",a woman is sitting on a bench with a cell phone,"""./cv/images/019345.jpg""",vis/imgs/img5869.jpg	,019345.jpg,img5869.jpg
5869,image 5870: a woman is holding a cell phone to her ear	,"cp ""./cv/images/007058.jpg"" vis/imgs/img5870.jpg	",a woman is holding a cell phone to her ear,"""./cv/images/007058.jpg""",vis/imgs/img5870.jpg	,007058.jpg,img5870.jpg
5870,image 5871: a close up of a flower in a vase	,"cp ""./cv/images/023485.jpg"" vis/imgs/img5871.jpg	",a close up of a flower in a vase,"""./cv/images/023485.jpg""",vis/imgs/img5871.jpg	,023485.jpg,img5871.jpg
5871,image 5872: a close up of a stuffed animal on a bed	,"cp ""./cv/images/003142.jpg"" vis/imgs/img5872.jpg	",a close up of a stuffed animal on a bed,"""./cv/images/003142.jpg""",vis/imgs/img5872.jpg	,003142.jpg,img5872.jpg
5872,image 5873: a group of people sitting on a couch holding wii controllers	,"cp ""./cv/images/037052.jpg"" vis/imgs/img5873.jpg	",a group of people sitting on a couch holding wii controllers,"""./cv/images/037052.jpg""",vis/imgs/img5873.jpg	,037052.jpg,img5873.jpg
5873,image 5874: a plate of food with a variety of vegetables	,"cp ""./cv/images/015950.jpg"" vis/imgs/img5874.jpg	",a plate of food with a variety of vegetables,"""./cv/images/015950.jpg""",vis/imgs/img5874.jpg	,015950.jpg,img5874.jpg
5874,image 5875: a man is sitting on a bench in a store	,"cp ""./cv/images/007458.jpg"" vis/imgs/img5875.jpg	",a man is sitting on a bench in a store,"""./cv/images/007458.jpg""",vis/imgs/img5875.jpg	,007458.jpg,img5875.jpg
5875,image 5876: a woman is standing in front of a mirror	,"cp ""./cv/images/010708.jpg"" vis/imgs/img5876.jpg	",a woman is standing in front of a mirror,"""./cv/images/010708.jpg""",vis/imgs/img5876.jpg	,010708.jpg,img5876.jpg
5876,image 5877: a woman walking down a street holding an umbrella	,"cp ""./cv/images/033827.jpg"" vis/imgs/img5877.jpg	",a woman walking down a street holding an umbrella,"""./cv/images/033827.jpg""",vis/imgs/img5877.jpg	,033827.jpg,img5877.jpg
5877,image 5878: a bouquet of flowers in a vase	,"cp ""./cv/images/012421.jpg"" vis/imgs/img5878.jpg	",a bouquet of flowers in a vase,"""./cv/images/012421.jpg""",vis/imgs/img5878.jpg	,012421.jpg,img5878.jpg
5878,image 5879: two women are posing for a picture	,"cp ""./cv/images/019815.jpg"" vis/imgs/img5879.jpg	",two women are posing for a picture,"""./cv/images/019815.jpg""",vis/imgs/img5879.jpg	,019815.jpg,img5879.jpg
5879,image 5880: a man standing in front of a mirror in a room	,"cp ""./cv/images/026847.jpg"" vis/imgs/img5880.jpg	",a man standing in front of a mirror in a room,"""./cv/images/026847.jpg""",vis/imgs/img5880.jpg	,026847.jpg,img5880.jpg
5880,image 5881: a woman is holding a cell phone in her hand	,"cp ""./cv/images/012112.jpg"" vis/imgs/img5881.jpg	",a woman is holding a cell phone in her hand,"""./cv/images/012112.jpg""",vis/imgs/img5881.jpg	,012112.jpg,img5881.jpg
5881,image 5882: a birthday cake with a UNK on top	,"cp ""./cv/images/033638.jpg"" vis/imgs/img5882.jpg	",a birthday cake with a UNK on top,"""./cv/images/033638.jpg""",vis/imgs/img5882.jpg	,033638.jpg,img5882.jpg
5882,image 5883: a person is holding a pair of scissors	,"cp ""./cv/images/024977.jpg"" vis/imgs/img5883.jpg	",a person is holding a pair of scissors,"""./cv/images/024977.jpg""",vis/imgs/img5883.jpg	,024977.jpg,img5883.jpg
5883,image 5884: a road with a street sign on it	,"cp ""./cv/images/026778.jpg"" vis/imgs/img5884.jpg	",a road with a street sign on it,"""./cv/images/026778.jpg""",vis/imgs/img5884.jpg	,026778.jpg,img5884.jpg
5884,image 5885: a vase filled with flowers on top of a table	,"cp ""./cv/images/021514.jpg"" vis/imgs/img5885.jpg	",a vase filled with flowers on top of a table,"""./cv/images/021514.jpg""",vis/imgs/img5885.jpg	,021514.jpg,img5885.jpg
5885,image 5886: a building with a clock on the front of it	,"cp ""./cv/images/014306.jpg"" vis/imgs/img5886.jpg	",a building with a clock on the front of it,"""./cv/images/014306.jpg""",vis/imgs/img5886.jpg	,014306.jpg,img5886.jpg
5886,image 5887: a man riding a bike down a street	,"cp ""./cv/images/000799.jpg"" vis/imgs/img5887.jpg	",a man riding a bike down a street,"""./cv/images/000799.jpg""",vis/imgs/img5887.jpg	,000799.jpg,img5887.jpg
5887,image 5888: a man wearing a hat and a hat and a tie	,"cp ""./cv/images/031111.jpg"" vis/imgs/img5888.jpg	",a man wearing a hat and a hat and a tie,"""./cv/images/031111.jpg""",vis/imgs/img5888.jpg	,031111.jpg,img5888.jpg
5888,image 5889: a cat is sitting on a table next to a UNK	,"cp ""./cv/images/018532.jpg"" vis/imgs/img5889.jpg	",a cat is sitting on a table next to a UNK,"""./cv/images/018532.jpg""",vis/imgs/img5889.jpg	,018532.jpg,img5889.jpg
5889,image 5890: a man riding a wave on top of a surfboard	,"cp ""./cv/images/013712.jpg"" vis/imgs/img5890.jpg	",a man riding a wave on top of a surfboard,"""./cv/images/013712.jpg""",vis/imgs/img5890.jpg	,013712.jpg,img5890.jpg
5890,image 5891: a close up of a pair of scissors	,"cp ""./cv/images/016848.jpg"" vis/imgs/img5891.jpg	",a close up of a pair of scissors,"""./cv/images/016848.jpg""",vis/imgs/img5891.jpg	,016848.jpg,img5891.jpg
5891,image 5892: a city street filled with lots of people	,"cp ""./cv/images/018322.jpg"" vis/imgs/img5892.jpg	",a city street filled with lots of people,"""./cv/images/018322.jpg""",vis/imgs/img5892.jpg	,018322.jpg,img5892.jpg
5892,image 5893: a dog and a cat are standing on the floor	,"cp ""./cv/images/017125.jpg"" vis/imgs/img5893.jpg	",a dog and a cat are standing on the floor,"""./cv/images/017125.jpg""",vis/imgs/img5893.jpg	,017125.jpg,img5893.jpg
5893,image 5894: a woman wearing a tie and a hat	,"cp ""./cv/images/033655.jpg"" vis/imgs/img5894.jpg	",a woman wearing a tie and a hat,"""./cv/images/033655.jpg""",vis/imgs/img5894.jpg	,033655.jpg,img5894.jpg
5894,image 5895: a herd of sheep standing on top of a lush green field	,"cp ""./cv/images/017829.jpg"" vis/imgs/img5895.jpg	",a herd of sheep standing on top of a lush green field,"""./cv/images/017829.jpg""",vis/imgs/img5895.jpg	,017829.jpg,img5895.jpg
5895,image 5896: a black and white dog laying on the grass	,"cp ""./cv/images/015390.jpg"" vis/imgs/img5896.jpg	",a black and white dog laying on the grass,"""./cv/images/015390.jpg""",vis/imgs/img5896.jpg	,015390.jpg,img5896.jpg
5896,image 5897: a person is eating a piece of food	,"cp ""./cv/images/008757.jpg"" vis/imgs/img5897.jpg	",a person is eating a piece of food,"""./cv/images/008757.jpg""",vis/imgs/img5897.jpg	,008757.jpg,img5897.jpg
5897,image 5898: a street sign is shown in front of a building	,"cp ""./cv/images/023184.jpg"" vis/imgs/img5898.jpg	",a street sign is shown in front of a building,"""./cv/images/023184.jpg""",vis/imgs/img5898.jpg	,023184.jpg,img5898.jpg
5898,image 5899: a man is taking a selfie in a mirror	,"cp ""./cv/images/037158.jpg"" vis/imgs/img5899.jpg	",a man is taking a selfie in a mirror,"""./cv/images/037158.jpg""",vis/imgs/img5899.jpg	,037158.jpg,img5899.jpg
5899,image 5900: a close up of a pair of scissors	,"cp ""./cv/images/036805.jpg"" vis/imgs/img5900.jpg	",a close up of a pair of scissors,"""./cv/images/036805.jpg""",vis/imgs/img5900.jpg	,036805.jpg,img5900.jpg
5900,image 5901: a large building with a clock on the front	,"cp ""./cv/images/035045.jpg"" vis/imgs/img5901.jpg	",a large building with a clock on the front,"""./cv/images/035045.jpg""",vis/imgs/img5901.jpg	,035045.jpg,img5901.jpg
5901,image 5902: a close up of a flower in a vase	,"cp ""./cv/images/015986.jpg"" vis/imgs/img5902.jpg	",a close up of a flower in a vase,"""./cv/images/015986.jpg""",vis/imgs/img5902.jpg	,015986.jpg,img5902.jpg
5902,image 5903: a UNK UNK with a UNK UNK on it	,"cp ""./cv/images/029324.jpg"" vis/imgs/img5903.jpg	",a UNK UNK with a UNK UNK on it,"""./cv/images/029324.jpg""",vis/imgs/img5903.jpg	,029324.jpg,img5903.jpg
5903,image 5904: a bathroom with a toilet and a shower	,"cp ""./cv/images/029964.jpg"" vis/imgs/img5904.jpg	",a bathroom with a toilet and a shower,"""./cv/images/029964.jpg""",vis/imgs/img5904.jpg	,029964.jpg,img5904.jpg
5904,image 5905: a green field with a bunch of green grass	,"cp ""./cv/images/017032.jpg"" vis/imgs/img5905.jpg	",a green field with a bunch of green grass,"""./cv/images/017032.jpg""",vis/imgs/img5905.jpg	,017032.jpg,img5905.jpg
5905,image 5906: a woman sitting on the back of a car holding a cell phone	,"cp ""./cv/images/002195.jpg"" vis/imgs/img5906.jpg	",a woman sitting on the back of a car holding a cell phone,"""./cv/images/002195.jpg""",vis/imgs/img5906.jpg	,002195.jpg,img5906.jpg
5906,image 5907: a bird is standing on a tree branch	,"cp ""./cv/images/016297.jpg"" vis/imgs/img5907.jpg	",a bird is standing on a tree branch,"""./cv/images/016297.jpg""",vis/imgs/img5907.jpg	,016297.jpg,img5907.jpg
5907,image 5908: a woman holding a cell phone in her hand	,"cp ""./cv/images/005813.jpg"" vis/imgs/img5908.jpg	",a woman holding a cell phone in her hand,"""./cv/images/005813.jpg""",vis/imgs/img5908.jpg	,005813.jpg,img5908.jpg
5908,image 5909: a red and white train on a track	,"cp ""./cv/images/011095.jpg"" vis/imgs/img5909.jpg	",a red and white train on a track,"""./cv/images/011095.jpg""",vis/imgs/img5909.jpg	,011095.jpg,img5909.jpg
5909,image 5910: a large white truck is parked in a parking lot	,"cp ""./cv/images/002958.jpg"" vis/imgs/img5910.jpg	",a large white truck is parked in a parking lot,"""./cv/images/002958.jpg""",vis/imgs/img5910.jpg	,002958.jpg,img5910.jpg
5910,image 5911: a man in a red shirt is holding a frisbee	,"cp ""./cv/images/027023.jpg"" vis/imgs/img5911.jpg	",a man in a red shirt is holding a frisbee,"""./cv/images/027023.jpg""",vis/imgs/img5911.jpg	,027023.jpg,img5911.jpg
5911,image 5912: a bunch of red flowers in a vase	,"cp ""./cv/images/034962.jpg"" vis/imgs/img5912.jpg	",a bunch of red flowers in a vase,"""./cv/images/034962.jpg""",vis/imgs/img5912.jpg	,034962.jpg,img5912.jpg
5912,image 5913: a close up of a flower in a vase	,"cp ""./cv/images/016055.jpg"" vis/imgs/img5913.jpg	",a close up of a flower in a vase,"""./cv/images/016055.jpg""",vis/imgs/img5913.jpg	,016055.jpg,img5913.jpg
5913,image 5914: a picture of a bird in a tree	,"cp ""./cv/images/010492.jpg"" vis/imgs/img5914.jpg	",a picture of a bird in a tree,"""./cv/images/010492.jpg""",vis/imgs/img5914.jpg	,010492.jpg,img5914.jpg
5914,image 5915: a little girl holding a pink flower in her hand	,"cp ""./cv/images/029611.jpg"" vis/imgs/img5915.jpg	",a little girl holding a pink flower in her hand,"""./cv/images/029611.jpg""",vis/imgs/img5915.jpg	,029611.jpg,img5915.jpg
5915,image 5916: a dog is sitting in the grass with a frisbee	,"cp ""./cv/images/024809.jpg"" vis/imgs/img5916.jpg	",a dog is sitting in the grass with a frisbee,"""./cv/images/024809.jpg""",vis/imgs/img5916.jpg	,024809.jpg,img5916.jpg
5916,image 5917: a close up of a flower in a vase	,"cp ""./cv/images/013242.jpg"" vis/imgs/img5917.jpg	",a close up of a flower in a vase,"""./cv/images/013242.jpg""",vis/imgs/img5917.jpg	,013242.jpg,img5917.jpg
5917,image 5918: a large building with a clock tower on top	,"cp ""./cv/images/020862.jpg"" vis/imgs/img5918.jpg	",a large building with a clock tower on top,"""./cv/images/020862.jpg""",vis/imgs/img5918.jpg	,020862.jpg,img5918.jpg
5918,image 5919: a motorcycle parked on the side of a street	,"cp ""./cv/images/034636.jpg"" vis/imgs/img5919.jpg	",a motorcycle parked on the side of a street,"""./cv/images/034636.jpg""",vis/imgs/img5919.jpg	,034636.jpg,img5919.jpg
5919,image 5920: a building with a clock on the side of it	,"cp ""./cv/images/001480.jpg"" vis/imgs/img5920.jpg	",a building with a clock on the side of it,"""./cv/images/001480.jpg""",vis/imgs/img5920.jpg	,001480.jpg,img5920.jpg
5920,image 5921: a pair of scissors on a wooden table	,"cp ""./cv/images/003328.jpg"" vis/imgs/img5921.jpg	",a pair of scissors on a wooden table,"""./cv/images/003328.jpg""",vis/imgs/img5921.jpg	,003328.jpg,img5921.jpg
5921,image 5922: a man on a skate board in a skate park	,"cp ""./cv/images/021923.jpg"" vis/imgs/img5922.jpg	",a man on a skate board in a skate park,"""./cv/images/021923.jpg""",vis/imgs/img5922.jpg	,021923.jpg,img5922.jpg
5922,image 5923: a black and white photo of a man and a woman	,"cp ""./cv/images/029679.jpg"" vis/imgs/img5923.jpg	",a black and white photo of a man and a woman,"""./cv/images/029679.jpg""",vis/imgs/img5923.jpg	,029679.jpg,img5923.jpg
5923,image 5924: a person holding a pair of scissors in a room	,"cp ""./cv/images/035207.jpg"" vis/imgs/img5924.jpg	",a person holding a pair of scissors in a room,"""./cv/images/035207.jpg""",vis/imgs/img5924.jpg	,035207.jpg,img5924.jpg
5924,image 5925: a group of motorcycles parked in a field	,"cp ""./cv/images/002251.jpg"" vis/imgs/img5925.jpg	",a group of motorcycles parked in a field,"""./cv/images/002251.jpg""",vis/imgs/img5925.jpg	,002251.jpg,img5925.jpg
5925,image 5926: a man and a woman sitting on a bench	,"cp ""./cv/images/018392.jpg"" vis/imgs/img5926.jpg	",a man and a woman sitting on a bench,"""./cv/images/018392.jpg""",vis/imgs/img5926.jpg	,018392.jpg,img5926.jpg
5926,image 5927: a woman is holding a cell phone in her hand	,"cp ""./cv/images/023039.jpg"" vis/imgs/img5927.jpg	",a woman is holding a cell phone in her hand,"""./cv/images/023039.jpg""",vis/imgs/img5927.jpg	,023039.jpg,img5927.jpg
5927,image 5928: a group of young children standing next to each other	,"cp ""./cv/images/006707.jpg"" vis/imgs/img5928.jpg	",a group of young children standing next to each other,"""./cv/images/006707.jpg""",vis/imgs/img5928.jpg	,006707.jpg,img5928.jpg
5928,image 5929: a close up of a person holding a knife	,"cp ""./cv/images/000177.jpg"" vis/imgs/img5929.jpg	",a close up of a person holding a knife,"""./cv/images/000177.jpg""",vis/imgs/img5929.jpg	,000177.jpg,img5929.jpg
5929,image 5930: a bird is sitting on a branch of a tree	,"cp ""./cv/images/015175.jpg"" vis/imgs/img5930.jpg	",a bird is sitting on a branch of a tree,"""./cv/images/015175.jpg""",vis/imgs/img5930.jpg	,015175.jpg,img5930.jpg
5930,image 5931: a close up of a flower in a vase	,"cp ""./cv/images/014191.jpg"" vis/imgs/img5931.jpg	",a close up of a flower in a vase,"""./cv/images/014191.jpg""",vis/imgs/img5931.jpg	,014191.jpg,img5931.jpg
5931,image 5932: a close up of a bird on a tree branch	,"cp ""./cv/images/013622.jpg"" vis/imgs/img5932.jpg	",a close up of a bird on a tree branch,"""./cv/images/013622.jpg""",vis/imgs/img5932.jpg	,013622.jpg,img5932.jpg
5932,image 5933: a fire hydrant sitting on the side of a road	,"cp ""./cv/images/014548.jpg"" vis/imgs/img5933.jpg	",a fire hydrant sitting on the side of a road,"""./cv/images/014548.jpg""",vis/imgs/img5933.jpg	,014548.jpg,img5933.jpg
5933,image 5934: a person riding a snowboard down a snow covered slope	,"cp ""./cv/images/010636.jpg"" vis/imgs/img5934.jpg	",a person riding a snowboard down a snow covered slope,"""./cv/images/010636.jpg""",vis/imgs/img5934.jpg	,010636.jpg,img5934.jpg
5934,image 5935: a bunch of umbrellas are hanging on a wall	,"cp ""./cv/images/028925.jpg"" vis/imgs/img5935.jpg	",a bunch of umbrellas are hanging on a wall,"""./cv/images/028925.jpg""",vis/imgs/img5935.jpg	,028925.jpg,img5935.jpg
5935,image 5936: a person holding a pair of scissors in their hand	,"cp ""./cv/images/003631.jpg"" vis/imgs/img5936.jpg	",a person holding a pair of scissors in their hand,"""./cv/images/003631.jpg""",vis/imgs/img5936.jpg	,003631.jpg,img5936.jpg
5936,image 5937: a vase filled with flowers on top of a table	,"cp ""./cv/images/033954.jpg"" vis/imgs/img5937.jpg	",a vase filled with flowers on top of a table,"""./cv/images/033954.jpg""",vis/imgs/img5937.jpg	,033954.jpg,img5937.jpg
5937,image 5938: a view of a window in a window	,"cp ""./cv/images/013704.jpg"" vis/imgs/img5938.jpg	",a view of a window in a window,"""./cv/images/013704.jpg""",vis/imgs/img5938.jpg	,013704.jpg,img5938.jpg
5938,image 5939: a man holding a cat in his hand	,"cp ""./cv/images/023828.jpg"" vis/imgs/img5939.jpg	",a man holding a cat in his hand,"""./cv/images/023828.jpg""",vis/imgs/img5939.jpg	,023828.jpg,img5939.jpg
5939,image 5940: a building with a clock on the front of it	,"cp ""./cv/images/004098.jpg"" vis/imgs/img5940.jpg	",a building with a clock on the front of it,"""./cv/images/004098.jpg""",vis/imgs/img5940.jpg	,004098.jpg,img5940.jpg
5940,image 5941: a white vase with a flower in it	,"cp ""./cv/images/031727.jpg"" vis/imgs/img5941.jpg	",a white vase with a flower in it,"""./cv/images/031727.jpg""",vis/imgs/img5941.jpg	,031727.jpg,img5941.jpg
5941,image 5942: a plane flying in the air with a sky background	,"cp ""./cv/images/013461.jpg"" vis/imgs/img5942.jpg	",a plane flying in the air with a sky background,"""./cv/images/013461.jpg""",vis/imgs/img5942.jpg	,013461.jpg,img5942.jpg
5942,image 5943: a stop sign is shown on a street corner	,"cp ""./cv/images/027724.jpg"" vis/imgs/img5943.jpg	",a stop sign is shown on a street corner,"""./cv/images/027724.jpg""",vis/imgs/img5943.jpg	,027724.jpg,img5943.jpg
5943,image 5944: a street sign on a pole on a city street	,"cp ""./cv/images/007326.jpg"" vis/imgs/img5944.jpg	",a street sign on a pole on a city street,"""./cv/images/007326.jpg""",vis/imgs/img5944.jpg	,007326.jpg,img5944.jpg
5944,image 5945: a white toilet sitting in a bathroom next to a trash can	,"cp ""./cv/images/014491.jpg"" vis/imgs/img5945.jpg	",a white toilet sitting in a bathroom next to a trash can,"""./cv/images/014491.jpg""",vis/imgs/img5945.jpg	,014491.jpg,img5945.jpg
5945,image 5946: a herd of elephants walking across a lush green field	,"cp ""./cv/images/027521.jpg"" vis/imgs/img5946.jpg	",a herd of elephants walking across a lush green field,"""./cv/images/027521.jpg""",vis/imgs/img5946.jpg	,027521.jpg,img5946.jpg
5946,image 5947: a person is holding a green apple in the air	,"cp ""./cv/images/033275.jpg"" vis/imgs/img5947.jpg	",a person is holding a green apple in the air,"""./cv/images/033275.jpg""",vis/imgs/img5947.jpg	,033275.jpg,img5947.jpg
5947,image 5948: a city street with a large clock tower	,"cp ""./cv/images/002377.jpg"" vis/imgs/img5948.jpg	",a city street with a large clock tower,"""./cv/images/002377.jpg""",vis/imgs/img5948.jpg	,002377.jpg,img5948.jpg
5948,image 5949: a white truck parked in a parking lot	,"cp ""./cv/images/004435.jpg"" vis/imgs/img5949.jpg	",a white truck parked in a parking lot,"""./cv/images/004435.jpg""",vis/imgs/img5949.jpg	,004435.jpg,img5949.jpg
5949,image 5950: a person is holding a pair of scissors	,"cp ""./cv/images/026970.jpg"" vis/imgs/img5950.jpg	",a person is holding a pair of scissors,"""./cv/images/026970.jpg""",vis/imgs/img5950.jpg	,026970.jpg,img5950.jpg
5950,image 5951: a small bird sitting on a tree branch	,"cp ""./cv/images/016810.jpg"" vis/imgs/img5951.jpg	",a small bird sitting on a tree branch,"""./cv/images/016810.jpg""",vis/imgs/img5951.jpg	,016810.jpg,img5951.jpg
5951,image 5952: a close up of a bed with a canopy	,"cp ""./cv/images/009386.jpg"" vis/imgs/img5952.jpg	",a close up of a bed with a canopy,"""./cv/images/009386.jpg""",vis/imgs/img5952.jpg	,009386.jpg,img5952.jpg
5952,image 5953: a man holding a wii remote in his hand	,"cp ""./cv/images/026974.jpg"" vis/imgs/img5953.jpg	",a man holding a wii remote in his hand,"""./cv/images/026974.jpg""",vis/imgs/img5953.jpg	,026974.jpg,img5953.jpg
